unique_id	platform	platform	disease	tissue	cell type	cell line	project	sample	date	descrption
SRX28916734	sra_merge/SRX28916734.isoform.gz	ONT	glioma	brain		NA	PRJNA1267462	SAMN48720797	2025	
SRX28916733	sra_merge/SRX28916733.isoform.gz	ONT	glioma	brain		NA	PRJNA1267462	SAMN48720796	2025	
SRX28916732	sra_merge/SRX28916732.isoform.gz	ONT	glioma	brain		NA	PRJNA1267462	SAMN48720787	2025	
SRX28916731	sra_merge/SRX28916731.isoform.gz	ONT	glioma	brain		NA	PRJNA1267462	SAMN48720786	2025	
SRX28231131	sra_merge/SRX28231131.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755596	2025	
SRX28231130	sra_merge/SRX28231130.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755597	2025	
SRX28231129	sra_merge/SRX28231129.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755598	2025	
SRX28231128	sra_merge/SRX28231128.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755599	2025	
SRX28231127	sra_merge/SRX28231127.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755600	2025	
SRX28231126	sra_merge/SRX28231126.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755601	2025	
SRX28231125	sra_merge/SRX28231125.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755602	2025	
SRX28231124	sra_merge/SRX28231124.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755603	2025	
SRX28231123	sra_merge/SRX28231123.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755604	2025	
SRX28231122	sra_merge/SRX28231122.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755605	2025	
SRX28231121	sra_merge/SRX28231121.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755606	2025	
SRX28231120	sra_merge/SRX28231120.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755607	2025	
SRX28231119	sra_merge/SRX28231119.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755608	2025	
SRX28231118	sra_merge/SRX28231118.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755609	2025	
SRX28231117	sra_merge/SRX28231117.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755610	2025	
SRX28231116	sra_merge/SRX28231116.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755611	2025	
SRX28231115	sra_merge/SRX28231115.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755612	2025	
SRX28231114	sra_merge/SRX28231114.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755613	2025	
SRX28231113	sra_merge/SRX28231113.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755614	2025	
SRX28231112	sra_merge/SRX28231112.isoform.gz	ONT	Pancreatic cancer	pancreas		cell line	PRJNA1245459	SAMN47755615	2025	
SRX27814266	sra_merge/SRX27814266.isoform.gz	PB	Merkel cell carcinoma	skin		cell line	PRJNA1228633	SAMN47118793	2025	
SRX27814272	sra_merge/SRX27814272.isoform.gz	PB	Merkel cell carcinoma	skin		cell line	PRJNA1228633	SAMN47118787	2025	
SRX27814268	sra_merge/SRX27814268.isoform.gz	PB	Merkel cell carcinoma	skin		cell line	PRJNA1228633	SAMN47118791	2025	
SRX27814269	sra_merge/SRX27814269.isoform.gz	PB	Merkel cell carcinoma	skin		cell line	PRJNA1228633	SAMN47118790	2025	
SRX27814267	sra_merge/SRX27814267.isoform.gz	PB	Merkel cell carcinoma	skin		cell line	PRJNA1228633	SAMN47118792	2025	
SRX27814271	sra_merge/SRX27814271.isoform.gz	PB	Merkel cell carcinoma	skin		cell line	PRJNA1228633	SAMN47118788	2025	
SRX27814270	sra_merge/SRX27814270.isoform.gz	PB	Merkel cell carcinoma	skin		cell line	PRJNA1228633	SAMN47118789	2025	
SRX27814265	sra_merge/SRX27814265.isoform.gz	PB	Merkel cell carcinoma	skin		cell line	PRJNA1228633	SAMN47118794	2025	
SRX28056232	sra_merge/SRX28056232.isoform.gz	PB	Leukemia	Bone marrow		NA	PRJNA1237905	SAMN47464339	2025	
SRX28056231	sra_merge/SRX28056231.isoform.gz	PB	Leukemia	Bone marrow		NA	PRJNA1237905	SAMN47464340	2025	
SRX28056230	sra_merge/SRX28056230.isoform.gz	PB	Leukemia	Bone marrow		NA	PRJNA1237905	SAMN47464341	2025	
SRX28056229	sra_merge/SRX28056229.isoform.gz	PB	Leukemia	Bone marrow		NA	PRJNA1237905	SAMN47464342	2025	
SRX28056228	sra_merge/SRX28056228.isoform.gz	PB	Leukemia	Bone marrow		NA	PRJNA1237905	SAMN47464343	2025	
SRX28056227	sra_merge/SRX28056227.isoform.gz	PB	Leukemia	Bone marrow		NA	PRJNA1237905	SAMN47464344	2025	
SRX28056226	sra_merge/SRX28056226.isoform.gz	PB	Leukemia	Bone marrow		NA	PRJNA1237905	SAMN47464345	2025	
SRX28056225	sra_merge/SRX28056225.isoform.gz	PB	Leukemia	Bone marrow		NA	PRJNA1237905	SAMN47464346	2025	
SRX27796062	sra_merge/SRX27796062.isoform.gz	ONT	normal	brain		IPSC-derived neuron	PRJNA1228031	SAMN47004558	2025	
SRX27796061	sra_merge/SRX27796061.isoform.gz	ONT	normal	brain		IPSC-derived neuron	PRJNA1228031	SAMN47004559	2025	
SRX27796060	sra_merge/SRX27796060.isoform.gz	ONT	normal	brain		IPSC-derived neuron	PRJNA1228031	SAMN47004560	2025	
SRX27796059	sra_merge/SRX27796059.isoform.gz	ONT	normal	brain		IPSC-derived neuron	PRJNA1228031	SAMN47004561	2025	
SRX27796058	sra_merge/SRX27796058.isoform.gz	ONT	normal	brain		IPSC-derived neuron	PRJNA1228031	SAMN47004562	2025	
SRX27796057	sra_merge/SRX27796057.isoform.gz	ONT	normal	brain		IPSC-derived neuron	PRJNA1228031	SAMN47004563	2025	
SRX27796056	sra_merge/SRX27796056.isoform.gz	ONT	normal	brain		IPSC-derived neuron	PRJNA1228031	SAMN47004564	2025	
SRX27796055	sra_merge/SRX27796055.isoform.gz	ONT	normal	brain		IPSC-derived neuron	PRJNA1228031	SAMN47004565	2025	
SRX26819816	sra_merge/SRX26819816.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985121	2025	
SRX26819815	sra_merge/SRX26819815.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985122	2025	
SRX26819813	sra_merge/SRX26819813.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985124	2025	
SRX26819812	sra_merge/SRX26819812.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985125	2025	
SRX26819811	sra_merge/SRX26819811.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985126	2025	
SRX26819814	sra_merge/SRX26819814.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985123	2025	
SRX26819810	sra_merge/SRX26819810.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985127	2025	
SRX26819809	sra_merge/SRX26819809.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985128	2025	
SRX26819808	sra_merge/SRX26819808.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985129	2025	
SRX26819807	sra_merge/SRX26819807.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985130	2025	
SRX26819805	sra_merge/SRX26819805.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985132	2025	
SRX26819804	sra_merge/SRX26819804.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985133	2025	
SRX26819803	sra_merge/SRX26819803.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985134	2025	
SRX26819806	sra_merge/SRX26819806.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985131	2025	
SRX26819802	sra_merge/SRX26819802.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985135	2025	
SRX26819801	sra_merge/SRX26819801.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985136	2025	
SRX26819800	sra_merge/SRX26819800.isoform.gz	ONT	Glioblastoma	brain		NA	PRJNA1189527	SAMN44985137	2025	
SRX26819799	sra_merge/SRX26819799.isoform.gz	ONT	Low Grade Glioma	brain		NA	PRJNA1189527	SAMN44985138	2025	
SRX26819797	sra_merge/SRX26819797.isoform.gz	ONT	Low Grade Glioma	brain		NA	PRJNA1189527	SAMN44985140	2025	
SRX26819796	sra_merge/SRX26819796.isoform.gz	ONT	Low Grade Glioma	brain		NA	PRJNA1189527	SAMN44985141	2025	
SRX26819795	sra_merge/SRX26819795.isoform.gz	ONT	Low Grade Glioma	brain		NA	PRJNA1189527	SAMN44985142	2025	
SRX26819798	sra_merge/SRX26819798.isoform.gz	ONT	Low Grade Glioma	brain		NA	PRJNA1189527	SAMN44985139	2025	
SRX26819794	sra_merge/SRX26819794.isoform.gz	ONT	Low Grade Glioma	brain		NA	PRJNA1189527	SAMN44985143	2025	
SRX26819793	sra_merge/SRX26819793.isoform.gz	ONT	Low Grade Glioma	brain		NA	PRJNA1189527	SAMN44985144	2025	
SRX26819792	sra_merge/SRX26819792.isoform.gz	ONT	Low Grade Glioma	brain		NA	PRJNA1189527	SAMN44985145	2025	
SRX26819791	sra_merge/SRX26819791.isoform.gz	ONT	Low Grade Glioma	brain		NA	PRJNA1189527	SAMN44985146	2025	
SRX26635001	sra_merge/SRX26635001.isoform.gz	ONT	normal	kidney		NA	PRJNA1182827	SAMN44613849	2024	
SRX26635000	sra_merge/SRX26635000.isoform.gz	ONT	normal	kidney		NA	PRJNA1182827	SAMN44613850	2024	
SRX26634999	sra_merge/SRX26634999.isoform.gz	ONT	normal	kidney		NA	PRJNA1182827	SAMN44613851	2024	
SRX26455637	sra_merge/SRX26455637.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378900	2024	
SRX26455629	sra_merge/SRX26455629.isoform.gz	PB	normal	Bone		NA	PRJNA1176011	SAMN44378908	2024	
SRX26455617	sra_merge/SRX26455617.isoform.gz	PB	normal	Skin		NA	PRJNA1176011	SAMN44378934	2024	
SRX26455616	sra_merge/SRX26455616.isoform.gz	PB	normal	Skin		NA	PRJNA1176011	SAMN44378935	2024	
SRX26455616	sra_merge/SRX26455616.isoform.gz	PB	normal	Skin		NA	PRJNA1176011	SAMN44378935	2024	
SRX26455615	sra_merge/SRX26455615.isoform.gz	PB	normal	Skin		NA	PRJNA1176011	SAMN44378936	2024	
SRX26455697	sra_merge/SRX26455697.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378885	2024	
SRX26455697	sra_merge/SRX26455697.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378885	2024	
SRX26455696	sra_merge/SRX26455696.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378886	2024	
SRX26455696	sra_merge/SRX26455696.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378886	2024	
SRX26455695	sra_merge/SRX26455695.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378887	2024	
SRX26455695	sra_merge/SRX26455695.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378887	2024	
SRX26455694	sra_merge/SRX26455694.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378888	2024	
SRX26455693	sra_merge/SRX26455693.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378889	2024	
SRX26455693	sra_merge/SRX26455693.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378889	2024	
SRX26455692	sra_merge/SRX26455692.isoform.gz	PB	normal	Prostate		NA	PRJNA1176011	SAMN44378891	2024	
SRX26455692	sra_merge/SRX26455692.isoform.gz	PB	normal	Prostate		NA	PRJNA1176011	SAMN44378891	2024	
SRX26455691	sra_merge/SRX26455691.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378890	2024	
SRX26455691	sra_merge/SRX26455691.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378890	2024	
SRX26455694	sra_merge/SRX26455694.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378888	2024	
SRX26455690	sra_merge/SRX26455690.isoform.gz	PB	normal	Prostate		NA	PRJNA1176011	SAMN44378892	2024	
SRX26455690	sra_merge/SRX26455690.isoform.gz	PB	normal	Prostate		NA	PRJNA1176011	SAMN44378892	2024	
SRX26455689	sra_merge/SRX26455689.isoform.gz	PB	normal	Pancreas		NA	PRJNA1176011	SAMN44378893	2024	
SRX26455689	sra_merge/SRX26455689.isoform.gz	PB	normal	Pancreas		NA	PRJNA1176011	SAMN44378893	2024	
SRX26455688	sra_merge/SRX26455688.isoform.gz	PB	normal	Pancreas		NA	PRJNA1176011	SAMN44378894	2024	
SRX26455688	sra_merge/SRX26455688.isoform.gz	PB	normal	Pancreas		NA	PRJNA1176011	SAMN44378894	2024	
SRX26455687	sra_merge/SRX26455687.isoform.gz	PB	normal	Bone		NA	PRJNA1176011	SAMN44378909	2024	
SRX26455686	sra_merge/SRX26455686.isoform.gz	PB	normal	Bone		NA	PRJNA1176011	SAMN44378910	2024	
SRX26455686	sra_merge/SRX26455686.isoform.gz	PB	normal	Bone		NA	PRJNA1176011	SAMN44378910	2024	
SRX26455685	sra_merge/SRX26455685.isoform.gz	PB	normal	Liver		NA	PRJNA1176011	SAMN44378912	2024	
SRX26455685	sra_merge/SRX26455685.isoform.gz	PB	normal	Liver		NA	PRJNA1176011	SAMN44378912	2024	
SRX26455684	sra_merge/SRX26455684.isoform.gz	PB	normal	Liver		NA	PRJNA1176011	SAMN44378911	2024	
SRX26455684	sra_merge/SRX26455684.isoform.gz	PB	normal	Liver		NA	PRJNA1176011	SAMN44378911	2024	
SRX26455687	sra_merge/SRX26455687.isoform.gz	PB	normal	Bone		NA	PRJNA1176011	SAMN44378909	2024	
SRX26455683	sra_merge/SRX26455683.isoform.gz	PB	normal	Embryonic Kidney		NA	PRJNA1176011	SAMN44378913	2024	
SRX26455683	sra_merge/SRX26455683.isoform.gz	PB	normal	Embryonic Kidney		NA	PRJNA1176011	SAMN44378913	2024	
SRX26455682	sra_merge/SRX26455682.isoform.gz	PB	normal	Embryonic Kidney		NA	PRJNA1176011	SAMN44378914	2024	
SRX26455682	sra_merge/SRX26455682.isoform.gz	PB	normal	Embryonic Kidney		NA	PRJNA1176011	SAMN44378914	2024	
SRX26455681	sra_merge/SRX26455681.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378915	2024	
SRX26455681	sra_merge/SRX26455681.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378915	2024	
SRX26455680	sra_merge/SRX26455680.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378916	2024	
SRX26455679	sra_merge/SRX26455679.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378917	2024	
SRX26455679	sra_merge/SRX26455679.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378917	2024	
SRX26455678	sra_merge/SRX26455678.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378919	2024	
SRX26455678	sra_merge/SRX26455678.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378919	2024	
SRX26455677	sra_merge/SRX26455677.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378918	2024	
SRX26455677	sra_merge/SRX26455677.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378918	2024	
SRX26455680	sra_merge/SRX26455680.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378916	2024	
SRX26455676	sra_merge/SRX26455676.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378920	2024	
SRX26455676	sra_merge/SRX26455676.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378920	2024	
SRX26455675	sra_merge/SRX26455675.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378921	2024	
SRX26455675	sra_merge/SRX26455675.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378921	2024	
SRX26455674	sra_merge/SRX26455674.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378922	2024	
SRX26455674	sra_merge/SRX26455674.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378922	2024	
SRX26455642	sra_merge/SRX26455642.isoform.gz	PB	normal	Pancreas		NA	PRJNA1176011	SAMN44378895	2024	
SRX26455641	sra_merge/SRX26455641.isoform.gz	PB	normal	Pancreas		NA	PRJNA1176011	SAMN44378896	2024	
SRX26455639	sra_merge/SRX26455639.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378898	2024	
SRX26455639	sra_merge/SRX26455639.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378898	2024	
SRX26455638	sra_merge/SRX26455638.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378899	2024	
SRX26455637	sra_merge/SRX26455637.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378900	2024	
SRX26455635	sra_merge/SRX26455635.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378902	2024	
SRX26455632	sra_merge/SRX26455632.isoform.gz	PB	normal	Prostate		NA	PRJNA1176011	SAMN44378905	2024	
SRX26455632	sra_merge/SRX26455632.isoform.gz	PB	normal	Prostate		NA	PRJNA1176011	SAMN44378905	2024	
SRX26455631	sra_merge/SRX26455631.isoform.gz	PB	normal	Prostate		NA	PRJNA1176011	SAMN44378906	2024	
SRX26455631	sra_merge/SRX26455631.isoform.gz	PB	normal	Prostate		NA	PRJNA1176011	SAMN44378906	2024	
SRX26455630	sra_merge/SRX26455630.isoform.gz	PB	normal	Bone		NA	PRJNA1176011	SAMN44378907	2024	
SRX26455630	sra_merge/SRX26455630.isoform.gz	PB	normal	Bone		NA	PRJNA1176011	SAMN44378907	2024	
SRX26455629	sra_merge/SRX26455629.isoform.gz	PB	normal	Bone		NA	PRJNA1176011	SAMN44378908	2024	
SRX26455628	sra_merge/SRX26455628.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378923	2024	
SRX26455627	sra_merge/SRX26455627.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378924	2024	
SRX26455627	sra_merge/SRX26455627.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378924	2024	
SRX26455625	sra_merge/SRX26455625.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378926	2024	
SRX26455622	sra_merge/SRX26455622.isoform.gz	PB	normal	Pancreas		NA	PRJNA1176011	SAMN44378929	2024	
SRX26455622	sra_merge/SRX26455622.isoform.gz	PB	normal	Pancreas		NA	PRJNA1176011	SAMN44378929	2024	
SRX26455620	sra_merge/SRX26455620.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378931	2024	
SRX26455617	sra_merge/SRX26455617.isoform.gz	PB	normal	Skin		NA	PRJNA1176011	SAMN44378934	2024	
SRX26455615	sra_merge/SRX26455615.isoform.gz	PB	normal	Skin		NA	PRJNA1176011	SAMN44378936	2024	
SRX26455641	sra_merge/SRX26455641.isoform.gz	PB	normal	Pancreas		NA	PRJNA1176011	SAMN44378896	2024	
SRX26455640	sra_merge/SRX26455640.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378897	2024	
SRX26455640	sra_merge/SRX26455640.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378897	2024	
SRX26455642	sra_merge/SRX26455642.isoform.gz	PB	normal	Pancreas		NA	PRJNA1176011	SAMN44378895	2024	
SRX26455638	sra_merge/SRX26455638.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378899	2024	
SRX26455636	sra_merge/SRX26455636.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378901	2024	
SRX26455636	sra_merge/SRX26455636.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378901	2024	
SRX26455635	sra_merge/SRX26455635.isoform.gz	PB	normal	Breast		NA	PRJNA1176011	SAMN44378902	2024	
SRX26455634	sra_merge/SRX26455634.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378903	2024	
SRX26455634	sra_merge/SRX26455634.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378903	2024	
SRX26455633	sra_merge/SRX26455633.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378904	2024	
SRX26455633	sra_merge/SRX26455633.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378904	2024	
SRX26455626	sra_merge/SRX26455626.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378925	2024	
SRX26455626	sra_merge/SRX26455626.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378925	2024	
SRX26455628	sra_merge/SRX26455628.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378923	2024	
SRX26455625	sra_merge/SRX26455625.isoform.gz	PB	normal	Colon		NA	PRJNA1176011	SAMN44378926	2024	
SRX26455624	sra_merge/SRX26455624.isoform.gz	PB	normal	Prostate		NA	PRJNA1176011	SAMN44378927	2024	
SRX26455624	sra_merge/SRX26455624.isoform.gz	PB	normal	Prostate		NA	PRJNA1176011	SAMN44378927	2024	
SRX26455623	sra_merge/SRX26455623.isoform.gz	PB	normal	Prostate		NA	PRJNA1176011	SAMN44378928	2024	
SRX26455623	sra_merge/SRX26455623.isoform.gz	PB	normal	Prostate		NA	PRJNA1176011	SAMN44378928	2024	
SRX26455621	sra_merge/SRX26455621.isoform.gz	PB	normal	Pancreas		NA	PRJNA1176011	SAMN44378930	2024	
SRX26455620	sra_merge/SRX26455620.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378931	2024	
SRX26455619	sra_merge/SRX26455619.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378932	2024	
SRX26455619	sra_merge/SRX26455619.isoform.gz	PB	normal	Lung		NA	PRJNA1176011	SAMN44378932	2024	
SRX26455621	sra_merge/SRX26455621.isoform.gz	PB	normal	Pancreas		NA	PRJNA1176011	SAMN44378930	2024	
SRX26455618	sra_merge/SRX26455618.isoform.gz	PB	normal	Skin		NA	PRJNA1176011	SAMN44378933	2024	
SRX26455618	sra_merge/SRX26455618.isoform.gz	PB	normal	Skin		NA	PRJNA1176011	SAMN44378933	2024	
SRX26326466	sra_merge/SRX26326466.isoform.gz	ONT	cervical carcinoma	cervix		HeLa-S3	PRJNA1170942	SAMN44115321	2024	
SRX26326465	sra_merge/SRX26326465.isoform.gz	ONT	cervical carcinoma	cervix		HeLa-S3	PRJNA1170942	SAMN44115322	2024	
SRX26326463	sra_merge/SRX26326463.isoform.gz	ONT	cervical carcinoma	cervix		HeLa-S3	PRJNA1170942	SAMN44115308	2024	
SRX26326461	sra_merge/SRX26326461.isoform.gz	ONT	cervical carcinoma	cervix		HeLa-S3	PRJNA1170942	SAMN44115310	2024	
SRX26326460	sra_merge/SRX26326460.isoform.gz	ONT	cervical carcinoma	cervix		HeLa-S3	PRJNA1170942	SAMN44115312	2024	
SRX26326459	sra_merge/SRX26326459.isoform.gz	ONT	cervical carcinoma	cervix		HeLa-S3	PRJNA1170942	SAMN44115311	2024	
SRX26326462	sra_merge/SRX26326462.isoform.gz	ONT	cervical carcinoma	cervix		HeLa-S3	PRJNA1170942	SAMN44115309	2024	
SRX26326458	sra_merge/SRX26326458.isoform.gz	ONT	cervical carcinoma	cervix		HeLa-S3	PRJNA1170942	SAMN44115313	2024	
SRX26326456	sra_merge/SRX26326456.isoform.gz	ONT	cervical carcinoma	cervix		HeLa-S3	PRJNA1170942	SAMN44115315	2024	
SRX26326454	sra_merge/SRX26326454.isoform.gz	ONT	cervical carcinoma	cervix		HeLa-S3	PRJNA1170942	SAMN44115317	2024	
SRX26326452	sra_merge/SRX26326452.isoform.gz	ONT	cervical carcinoma	cervix		HeLa-S3	PRJNA1170942	SAMN44115319	2024	
SRX26326451	sra_merge/SRX26326451.isoform.gz	ONT	cervical carcinoma	cervix		HeLa-S3	PRJNA1170942	SAMN44115320	2024	
SRX26326453	sra_merge/SRX26326453.isoform.gz	ONT	cervical carcinoma	cervix		HeLa-S3	PRJNA1170942	SAMN44115318	2024	
SRX26326455	sra_merge/SRX26326455.isoform.gz	ONT	cervical carcinoma	cervix		HeLa-S3	PRJNA1170942	SAMN44115316	2024	
SRX26326457	sra_merge/SRX26326457.isoform.gz	ONT	cervical carcinoma	cervix		HeLa-S3	PRJNA1170942	SAMN44115314	2024	
SRX26225125	sra_merge/SRX26225125.isoform.gz	PB	normal	kidney		HEK293 cell line	PRJNA1166190	SAMN43964970	2025	
SRX26225124	sra_merge/SRX26225124.isoform.gz	PB	normal	kidney		HEK293 cell line	PRJNA1166190	SAMN43964971	2025	
SRX26225124	sra_merge/SRX26225124.isoform.gz	PB	normal	kidney		HEK293 cell line	PRJNA1166190	SAMN43964971	2025	
SRX26225123	sra_merge/SRX26225123.isoform.gz	PB	normal	kidney		HEK293 cell line	PRJNA1166190	SAMN43964972	2025	
SRX26225123	sra_merge/SRX26225123.isoform.gz	PB	normal	kidney		HEK293 cell line	PRJNA1166190	SAMN43964972	2025	
SRX26225122	sra_merge/SRX26225122.isoform.gz	PB	normal	kidney		HEK293 cell line	PRJNA1166190	SAMN43964969	2025	
SRX26188106	sra_merge/SRX26188106.isoform.gz	ONT	prostate cancer	prostate		VCaP cell line	PRJNA1164773	SAMN43907651	2024	
SRX26188105	sra_merge/SRX26188105.isoform.gz	ONT	prostate cancer	prostate		VCaP cell line	PRJNA1164773	SAMN43907652	2024	
SRX26188104	sra_merge/SRX26188104.isoform.gz	ONT	prostate cancer	prostate		VCaP cell line	PRJNA1164773	SAMN43907653	2024	
SRX26188103	sra_merge/SRX26188103.isoform.gz	ONT	prostate cancer	prostate		VCaP cell line	PRJNA1164773	SAMN43907654	2024	
SRX26188102	sra_merge/SRX26188102.isoform.gz	ONT	prostate cancer	prostate		VCaP cell line	PRJNA1164773	SAMN43907655	2024	
SRX25506138	sra_merge/SRX25506138.isoform.gz	ONT	Leukemia	Bone Marrow		Cell line	PRJNA1141484	SAMN42897023	2024	
SRX25506137	sra_merge/SRX25506137.isoform.gz	ONT	Leukemia	Bone Marrow		Cell line	PRJNA1141484	SAMN42897022	2024	
SRX25506136	sra_merge/SRX25506136.isoform.gz	ONT	Leukemia	Bone Marrow		Cell line	PRJNA1141484	SAMN42897021	2024	
SRX25506135	sra_merge/SRX25506135.isoform.gz	ONT	Leukemia	Bone Marrow		Cell line	PRJNA1141484	SAMN42897020	2024	
SRX25393888	sra_merge/SRX25393888.isoform.gz	ONT	ipsc12_endo_d2	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656274	2024	
SRX25393887	sra_merge/SRX25393887.isoform.gz	ONT	ipsc12_undiff_3	dermal fibroblasts		IPSC	PRJNA1138001	SAMN42656273	2024	
